INSEGNA;CLASSIFICAZIONE;INDIRIZZO;MUNICIPIO;TIPOLOGIA;SINGOLE;DOPPIE;TRIPLE;QUADRUPLE;QUINTUPLE;SESTUPLE;TOTALE_CAMERE;POSTI_LETTO;UNITA_ABITATIVE;POSTI_LETTO_UNITA_ABITATIVE
RESIDENCE VATICAN SUITES;Categoria 3;VIA NICOLO' V, 5;Mun. XIII;Residence;0;0;0;0;0;0;0;25;18;0
RESIDENCE PORTO DI ROMA;Categoria 4;LARGO DEL PORTO DI ROMA, 26;Mun. X;Residence;0;0;0;0;0;0;98;218;0;0
RESIDENCE PARCO SALARIO;Categoria 4;VIA SUVERETO, 42;Mun. III;Residence;0;0;0;0;0;0;58;145;0;0
AXA PALACE DA VINCI;Categoria 3;VIA DI ACILIA, 219;Mun. X;Residence;0;0;0;0;0;0;44;70;0;0
RESIDENCE COLA DI RIENZO;Categoria 2;VIA STEFANO PORCARI, 11;Mun. I;Residence;0;0;0;0;0;0;11;21;0;0
V HOUSE;Categoria 4;VIA DI VIGNA STELLUTI, 18;Mun. XV;Residence;0;0;0;0;0;0;40;84;0;0
TRIANON BORGO PIO RESIDENCE;Categoria 3;PIAZZA DELLE VASCHETTE, 13;Mun. I;Residence;0;0;0;0;0;0;0;134;46;0
RESIDENCE CENTRO BENIGNI;Categoria 2;VIA ATTILIO BENIGNI, 100;Mun. IV;Residence;0;0;0;0;0;0;0;29;17;0
RESIDENCE PARIOLI;Categoria 4;VIA GIUSEPPE MERCALLI, 26;Mun. II;Residence;0;0;0;0;0;0;7;73;27;0
VILLA PATRIZIA;Categoria 3;VIA GIOVANNI GUTENBERG, 29;Mun. IX;Residence;0;0;0;0;0;0;27;35;0;0
ADAGIO ROMA BALDUINA;Categoria 4;VIA DAMIANO CHIESA, 8;Mun. XIV;Residence;0;0;0;0;0;0;99;276;0;0
RESIDECE SANTA GEMMA;Categoria 2;VIA DELLA CELLULOSA, 7;Mun. XIII;Residence;0;0;0;0;0;0;44;65;44;0
RESIENCE APPENNINI;Categoria 4;VIA APPENNINI, 33;Mun. II;Residence;0;0;0;0;0;0;20;25;20;0
RESIDENCE INCENTRUM;2 Stelle;VIA DEL BABUINO, 172;Mun. I;Residence;0;0;0;0;0;0;0;0;9;18
RESIDENCE ROMA RESORT TERMINI;2 Stelle;VIA GIOVANNI AMENDOLA, 46;Mun. I;Residence;0;0;0;0;0;0;0;0;19;28
RESIDENCE VITTORIA;2 Stelle;VIA VITTORIA, 60;Mun. I;Residence;0;0;0;0;0;0;0;40;9;36
PORTRAIT ROMA;4 Stelle;VIA BOCCA DI LEONE, 23;Mun. I;Residence;0;0;0;0;0;0;0;0;14;28
VILLA IL SOGNO residence;2 Stelle;VIA DELLE CAPANNELLE, 142;Mun. VII;Residence;;;;;;;0;0;10;20
PARCO DE' MEDICI RESIDENCE;3 Stelle;VIA CESARE GIULIO VIOLA, 19;Mun. XI;Residence;0;6;0;0;0;0;6;12;168;259
CASA PER FERIE BEATA ELENA AIELLO;Unica;VIA PIETRO ADAMI, 82;Mun. XIV;Casa per ferie;1;5;;;;;6;11;0;0
CASA PER FERIE CASA MADRE CHIARA LUCIANO;Unica;VIA EUGENIO IV, 42;Mun. XIII;Casa per ferie;8;24;3;;;;35;65;0;0
CASA PER FERIE EUGENIA RAVASCO;Unica;PIAZZA GALENO, 6;Mun. II;Casa per ferie;20;12;2;1;0;0;35;54;0;0
casa per ferie San Luigi;Unica;VIA TRIONFALE, 7515;Mun. XIV;Casa per ferie;2;10;12;4;0;0;28;74;0;0
CASA PER FERIE SANTA GELTRUDE COMENSOLI;Unica;LARGO GELTRUDE COMENSOLI, 2;Mun. IV;Casa per ferie;12;14;0;1;0;0;27;44;0;0
CASA PER FERIE VILLA BENEDETTA;Unica;VIA DELLA MOLETTA, 10;Mun. VIII;Casa per ferie;7;43;;0;0;0;50;93;0;0
AUXILIUM CHRISTIANORUM;Unica;VIA GIUSEPPE MISSORI, 19;Mun. XIII;Casa per ferie;9;20;0;0;0;0;29;49;0;0
OASI FRANCESCANA;Unica;VIA DEL FORTE TRIONFALE, 2;Mun. XIV;Casa per ferie;13;4;1;0;0;0;18;24;0;0
ISTITUTO RAVASCO;Unica;VIA PIO VIII, 28;Mun. XIII;Casa per ferie;47;3;0;0;0;0;50;53;0;0
I CAPPUCCINI;Unica;VIA VITTORIO VENETO, 27;Mun. I;Casa per ferie;2;24;3;0;0;0;29;59;0;0
CENTRO SANTA GIOVANNA ANTIDA;Unica;CIRCONVALLAZIONE CLODIA, 1;Mun. I;Casa per ferie;9;8;0;0;0;0;17;25;0;0
SANTA RAFFAELLA MARIA;Unica;VIA VENTI SETTEMBRE, 65/B;Mun. I;Casa per ferie;17;20;3;0;0;0;40;66;0;0
figlie di san giuseppe;Unica;VIA DEGLI ESTENSI, 133;Mun. XII;Casa per ferie;15;4;0;0;0;0;19;23;0;0
CASA PER FERIE CENTRO VELEHRAD;Unica;VIA DELLE FORNACI, 200;Mun. XIII;Casa per ferie;5;12;2;0;0;0;19;35;0;0
San Giuseppe;Unica;VIA IBERIA, 27;Mun. VII;Casa per ferie;9;11;1;0;0;0;21;34;0;0
VILLA RACHELE;Unica;VIALE VATICANO, 73;Mun. XIII;Casa per ferie;14;0;0;0;0;0;14;14;0;0
Suore Domenicane;Unica;VIA DRUSO, 2;Mun. I;Casa per ferie;4;21;2;0;0;0;27;52;0;0
MATER DEI;Unica;VIA TRIONFALE, 8338;Mun. XIV;Casa per ferie;6;8;1;0;0;0;15;25;0;0
CASA SAN GIUSEPPE DELLA CONGREGAZIONE FIGLIE DI SAN GIUSEPPE CASA PER FERIE;Unica;LUNGOTEVERE DELLA FARNESINA, 7;Mun. I;Casa per ferie;9;8;;10;2;;29;75;0;0
casa per ferie san giuseppe;Unica;VIA BRIGIDA POSTORINO, 7;Mun. I;Casa per ferie;12;6;0;0;0;0;18;24;0;0
"""CASA DELL'AVIATORE""";Unica;VIALE DELL'UNIVERSITA', 20;Mun. II;Casa per ferie;39;14;0;0;0;0;53;67;0;0
CASA DELL'AVIATORE - CIRCOLO DEGLI UFFICIALI DELL'AREUNATICA MILITARE - DEPENDANCE;Unica;VIA LAZZARO SPALLANZANI, 42;Mun. II;Casa per ferie;15;23;0;0;0;0;38;61;0;0
"CASA PER FERIE ""EDEN CUSMANO""";Unica;VIA DELL'IMBRECCIATO, 103;Mun. XI;Casa per ferie;0;1;10;3;0;0;14;44;0;0
CASA PER FERIE SANTA MARIA PATRONA DELLA BAVIERA;Unica;VIALE DELLE MEDAGLIE D'ORO, 400;Mun. XIV;Casa per ferie;4;12;0;0;0;0;16;28;0;0
Residenza Sanitaria di Ospitalità Protetta;Unica;LARGO FRANCESCO VITO, 1;Mun. XIV;Casa per ferie;0;0;31;10;0;0;41;133;0;0
"CASA PER FERIE ""DOMUS URBIS""";Unica;VIA DELLA BUFALOTTA, 550;Mun. III;Casa per ferie;9;63;15;0;0;0;87;180;0;0
"CASA PER FERIE ""PROVINCIA ITALIANA SUORE RAVE DI SANTA ELISABETTA""";Unica;VIA DELL'OLMATA, 9;Mun. I;Casa per ferie;6;17;11;4;0;0;38;89;0;0
CASA PER FERIE SANTA RITA;Unica;PIAZZA MADRE MARIA TERESA SPINELLI, 1;Mun. III;Casa per ferie;7;7;0;0;0;0;14;21;0;0
CASA PER FERIE SANTA MARIA ALLE FORNACI;Unica;PIAZZA DI S. MARIA ALLE FORNACI, 27;Mun. XIII;Casa per ferie;0;53;1;0;0;0;54;109;0;0
CASA PER FERIE MARIA SCHININA';Unica;VIA MALTA, 16;Mun. II;Casa per ferie;9;4;0;0;0;0;13;17;0;0
casa per ferie seraphicum;Unica;VIA DEL SERAFICO, 1;Mun. VIII;Casa per ferie;14;0;7;13;0;0;34;87;0;0
CASA SANT'ORSOLA;Unica;VIA DEL CASALETTO, 541;Mun. XII;Casa per ferie;8;8;0;0;0;0;16;24;0;0
CASACLI CASA PER FERIE;Unica;VICOLO DEL CONTE, 2;Mun. XI;Casa per ferie;12;20;0;0;0;0;32;52;0;0
ENAM  DI ROMA;Unica;PIAZZA DEI GIUOCHI DELFICI, 15;Mun. XV;Casa per ferie;4;42;0;0;0;0;46;88;0;0
"CASA PER FERIE ""PADRE ACHILLE FOSCO""";Unica;PIAZZA CASTROLIBERO, 6;Mun. VII;Casa per ferie;25;0;0;0;0;0;25;25;0;0
Casa per ferie -Villa Irlanda gestita da Associazione Amici del pontificio Collegio Irlandese;Unica;VIA DEI SS. QUATTRO, 7;Mun. I;Casa per ferie;3;8;0;1;0;0;12;23;0;0
PUREZZA DI MARIA SANTISSIMA;Unica;VIALE PARIOLI, 51;Mun. II;Casa per ferie;7;9;0;0;0;0;16;25;0;0
CASA PER FERIE CABURLOTTO ROMA;Unica;VIA ANNIA REGILLA, 60;Mun. VIII;Casa per ferie;10;11;1;5;0;0;27;55;0;0
Casa per Ferie Severino Fabriani;Unica;VIA DON CARLO GNOCCHI, 70;Mun. XIII;Casa per ferie;28;19;6;1;0;0;54;88;0;0
SAN VINCENZO PALLOTTI;Unica;VIA DI PORTA MAGGIORE, 34;Mun. I;Casa per ferie;7;11;15;0;0;0;33;74;0;0
CASA SAN GABRIELE;Unica;VIA TRIONFALE, 12840;Mun. XV;Casa per ferie;38;0;1;3;0;0;42;53;0;0
MARIA AUSILIATRICE;Unica;VIA MARGHERA, 59;Mun. I;Casa per ferie;17;1;0;1;0;0;19;23;0;0
"CASA PER FERIE ""VILLA ROSARIO""";Unica;VIA PIETRO D'ASSISI, 15;Mun. XII;Casa per ferie;10;4;0;0;0;0;14;18;0;0
VILLA ANGELI;Unica;VIA PAOLO BENTIVOGLIO, 12;Mun. XIII;Casa per ferie;17;26;0;0;0;0;43;69;0;0
SUORE SALESIANE DEI SACRI CUORI;Unica;VIA GUICCIARDINI, 4;Mun. I;Casa per ferie;3;21;1;0;0;0;25;48;0;0
Casa per ferie Maria Domenica Barbantini;Unica;VIA AUSANO LABADINI, 20;Mun. XIV;Casa per ferie;19;3;0;0;0;0;22;25;0;0
CASA PER FERIE ISTITUTO SUORE CARMELITANE TERESIANE;Unica;VIA TASSO, 157;Mun. I;Casa per ferie;11;6;0;0;0;0;17;23;0;0
CASA PER FERIE CAMPLUS ROMA;Unica;VIA DEL COTTANELLO, 12;Mun. IV;Casa per ferie;61;86;0;0;0;0;147;233;0;0
"CASA PER FERIE ""CASA SAN JUAN DE AVILA""";Unica;VIA DI TORRE ROSSA, 2;Mun. XIII;Casa per ferie;1;95;0;0;0;0;96;191;0;0
CASA PER FERIE UNIVERSITY OF NOTRE DAME DU LAC;Unica;VIA CELIMONTANA, 23;Mun. I;Casa per ferie;0;0;0;12;0;7;19;90;0;0
IMMACOLATA DI LOURDES;Unica;VIA AURELIA, 702;Mun. XIII;Casa per ferie;7;7;0;0;0;0;14;21;0;0
CASA RELIGIOSA DI OSPITALITA' SAN GIUSEPPE;Unica;VIA EGIDIO ALBORNOZ, 40;Mun. XIII;Casa per ferie;0;0;4;10;0;0;14;52;0;0
CONGREGAZIONE SUORE CARMELITANE I.N.S.C.;Unica;VIA DEI BAGLIONI, 10;Mun. XII;Casa per ferie;25;0;0;0;0;0;25;25;0;0
MARIA SANTISSIMA ASSUNTA;Unica;VIA CASILINA, 235;Mun. V;Casa per ferie;22;32;4;0;0;0;58;98;0;0
MATER AMABILIS;Unica;VIA GERMANO SOMMEILLER, 38;Mun. I;Casa per ferie;7;6;0;0;0;0;13;19;0;0
RESIDENZA CIM CUORE IMMACOLATO DI MARIA;Unica;VIA COSTANTINO MAES, 23;Mun. II;Casa per ferie;16;3;1;0;0;0;20;25;0;0
SANTA SOFIA;Unica;PIAZZA DELLA MADONNA DEI MONTI, 3;Mun. I;Casa per ferie;47;7;0;0;0;0;54;61;0;0
SUORE DEI POVERI S. PIETRO CLAVER;Unica;VIA MATTIA BATTISTINI, 234;Mun. XIV;Casa per ferie;3;2;1;0;0;0;6;10;0;0
SUORE TRINITARIE;Unica;VIA DI TORREVECCHIA, 1215;Mun. XIV;Casa per ferie;2;10;0;0;0;0;12;22;0;0
RELIGIOSE DI MARIA IMMACOLATA;Unica;VIA CASSIA, 585;Mun. XV;Casa per ferie;25;0;0;0;0;0;25;25;0;0
ANGELO CUSTODE;Unica;VIA DI TORREVECCHIA, 1205;Mun. XIV;Casa per ferie;4;5;0;0;0;0;9;14;0;0
LOPEZ VICUNA;Unica;VIA PALESTRO, 23;Mun. I;Casa per ferie;13;10;2;0;0;0;25;39;0;0
DOMUS AUSTRALIA;Unica;VIA CERNAIA, 14;Mun. I;Casa per ferie;3;14;15;0;0;0;32;76;0;0
IMMACOLATA CONCEZIONE;Unica;VIA LEONE IV, 2;Mun. I;Casa per ferie;8;2;0;0;0;0;10;12;0;0
VILLA ANCILLA DOMINI;Unica;VIA CASSIA, 434;Mun. XV;Casa per ferie;9;1;0;0;0;0;10;11;0;0
CASA ESERCIZI SACRO COSTATO;Unica;VIA ALBERTO VACCARI, 9;Mun. XIV;Casa per ferie;52;4;0;0;0;0;56;60;0;0
CASA PER FERIE BEATA ANGELINA;Unica;VIA GIORGIO BOLOGNETTI, 4;Mun. XII;Casa per ferie;5;6;2;0;0;0;13;23;0;0
GIOVANNI PAOLO II - OPERA DON ORIONE;Unica;VIA DELLA CAMILLUCCIA, 120;Mun. I;Casa per ferie;14;33;12;11;0;0;70;160;0;0
GIOVANNI GENOCCHI;Unica;CORSO DEL RINASCIMENTO, 23;Mun. I;Casa per ferie;17;0;0;0;0;0;17;17;0;0
ISTITUTO SUORE DEL BUONO E PERPETUO SOCCORSO;Unica;VIA MERULANA, 170;Mun. I;Casa per ferie;10;12;0;0;0;0;22;34;0;0
VILLA FATIMA;Unica;VIA PAOLO BENTIVOGLIO, 1;Mun. XIII;Casa per ferie;10;22;7;3;0;0;42;87;0;0
MATER BONI CONSILII;Unica;VIA GIACOMO CORRADI, 15;Mun. XII;Casa per ferie;5;10;0;0;0;0;15;25;0;0
NICCOLO' CUSANO;Unica;VIA DON CARLO GNOCCHI, 3;Mun. XIII;Casa per ferie;12;90;0;2;0;0;104;200;0;0
CASA PER FERIE MARGHERITA DIOMIRA;Unica;VIA MARRUVIO, 4;Mun. VII;Casa per ferie;13;9;3;2;0;0;27;48;0;0
COLLEGIO SAN PIO X;Unica;VIA DEGLI ETRUSCHI, 36;Mun. II;Casa per ferie;14;21;1;0;0;0;36;59;0;0
DREAMS;Unica;VIA MODENA, 5;Mun. I;Casa per ferie;0;10;0;1;0;0;11;24;0;0
ONE STEP FROM ST. PETER;Unica;VIA GIOVANNI BETTOLO, 52;Mun. I;Casa per ferie;3;1;2;1;0;0;7;15;0;0
CASA MADRE DELLA SPERANZA;Unica;CIRCONVALLAZIONE CORNELIA, 65;Mun. XIII;Casa per ferie;10;4;0;0;0;0;14;18;0;0
CASA DI OSPITALITA' BENEDETTO XVI;Unica;VIALE VATICANO, 90;Mun. XIII;Casa per ferie;3;6;0;0;0;0;9;15;0;0
SANTA VINCENZA MARIA;Unica;VIA PALESTRO, 25;Mun. I;Casa per ferie;9;8;0;0;0;0;17;25;0;0
CASA VINCENZO GROSSI;Unica;VIA DELL'ACQUEDOTTO FELICE, 35;Mun. VII;Casa per ferie;7;3;0;0;0;0;10;13;0;0
Y.W.C.A. - U.C.D.G. ONLUS;Unica;VIA CESARE BALBO, 4;Mun. I;Casa per ferie;19;19;1;1;0;0;40;40;0;0
CASA ALMADA;Unica;VIA DEL CASALETTO, 268;Mun. XII;Casa per ferie;0;9;1;0;0;0;10;21;0;0
CASA MADRE DELLA DIVINA PROVVIDENZA;Unica;VIA DEL FORTE BRASCHI, 75;Mun. XIII;Casa per ferie;6;4;0;0;0;0;10;14;0;0
OLIMPO APARTMENT;Unica;CIRCONVALLAZIONE APPIA, 25;Mun. VII;Casa per ferie;1;2;0;0;0;0;3;5;0;0
BISTROT APT;Unica;VIA APPIA NUOVA, 147;Mun. VII;Casa per ferie;2;0;0;0;0;0;2;4;0;0
SANTA MARIA DEGLI ANGELI;Unica;VIA ANTONIO MUSA, 8;Mun. II;Casa per ferie;5;5;0;0;0;0;10;15;0;0
CASA SHALOM;Unica;VIA OPPIDO MAMERTINA, 40;Mun. VII;Casa per ferie;2;1;2;0;0;0;5;10;0;0
CASA MADRE NAZARENA;Unica;CIRCONVALLAZIONE APPIA, 160;Mun. VII;Casa per ferie;1;23;0;0;0;0;24;47;0;0
CASA PER FERIE ORSOLINE DI SAN CARLO;Unica;VIA LIVORNO, 50;Mun. II;Casa per ferie;42;4;0;0;0;0;46;50;0;0
DOMUS GETSEMANI;Unica;VIALE VATICANO, 55;Mun. XIII;Casa per ferie;5;6;1;0;0;0;12;20;0;0
OASI BEATA MADRE ELENA AIELLO E MADONNA DI FATIMA;Unica;VIA DEI BALDASSINI, 18;Mun. XII;Casa per ferie;3;2;0;0;0;0;5;7;0;0
CASA SAN BERNARDO;Unica;VIA LAURENTINA, 289;Mun. VIII;Casa per ferie;0;16;19;0;0;0;35;89;0;0
CASA PER FERIE DELFINA;Unica;VIA TOMMASO SALVINI, 10;Mun. II;Casa per ferie;4;7;1;0;0;0;12;21;0;0
ORSA MAGGIORE DELLE DONNE;Unica;VIA DI S. FRANCESCO DI SALES, 1/A;Mun. I;Casa per ferie;3;5;3;2;1;0;14;35;0;0
SACRA FAMIGLIA;Unica;VIA PAOLO V, 3;Mun. XIII;Casa per ferie;4;8;;;;;12;20;0;0
DOMUS SANTA CATERINA;Unica;VIA CARLO EMANUELE I, 49;Mun. I;Casa per ferie;1;6;;;;;7;13;0;0
M. ZILERI DUE;Unica;VIA NOMENTANA, 309;Mun. II;Casa per ferie;9;2;1;1;0;0;13;20;0;0
DOMUS CARMELITANA;Unica;VIA ALBERICO II, 44;Mun. I;Casa per ferie;12;39;3;0;0;0;54;99;0;0
CASA PER FERIE MISSIONARIE DELLA FANCIULLEZZA;Unica;VIA DELLA MAGLIANELLA, 261;Mun. XIII;Casa per ferie;;1;1;3;1;;6;22;0;0
DOMUS HELENA;Unica;VIA FERRUCCIO, 25;Mun. I;Casa per ferie;24;12;0;0;0;0;36;48;0;0
SUORE MISSIONARIE BENEDETTINE DI TUTZING;Unica;VIA DEI BEVILACQUA, 60;Mun. XII;Casa per ferie;14;14;5;0;0;0;33;57;0;0
CASA PER FERIE OSPITALITA' BAKHITA;Unica;VIA DELLA STAZIONE DI OTTAVIA, 70;Mun. XIV;Casa per ferie;70;7;;;;;77;84;0;0
SUORE DEL PREZIOSISSIMO SANGUE;Unica;VIA DI S. MARIA MEDIATRICE, 8;Mun. XIII;Casa per ferie;12;23;0;0;0;0;35;58;0;0
CASA MADRE TERESA;Unica;VIA DEL CASALETTO, 128;Mun. XII;Casa per ferie;12;6;0;0;0;0;18;24;0;0
LA MINIMA;Unica;VIA DEI PELASGI, 6;Mun. II;Casa per ferie;6;1;0;0;0;0;7;8;0;0
SAN FILIPPO NERI;Unica;VIA MONTE PERTICA, 23;Mun. I;Casa per ferie;6;9;0;0;0;0;15;24;0;0
COMPAGNIA DI MARIA NOSTRA SIGNORA;Unica;VIA NOMENTANA, 333;Mun. II;Casa per ferie;13;6;0;0;0;0;19;25;0;0
MONTE TABOR;Unica;VIA DELLA STAZIONE AURELIA, 169;Mun. XII;Casa per ferie;41;14;4;0;0;0;59;81;0;0
CASA SANTA MARIA BAMBINA;Unica;VIA DEL FONTANILE NUOVO, 104;Mun. XIV;Casa per ferie;8;2;1;0;0;0;11;15;0;0
CASA DI PREGHIERA MATER ECCLESIAE;Unica;VIA DELLA PINETA SACCHETTI, 502;Mun. XIV;Casa per ferie;45;1;0;0;0;0;46;47;0;0
SANTA FRANCESCA ROMANA A PONTE ROTTO;Unica;VIA DEI VASCELLARI, 61;Mun. I;Casa per ferie;5;21;7;4;0;0;37;84;0;0
CASA SACRA FAMIGLIA;Unica;VIALE DELLA PRIMAVERA, 41;Mun. V;Casa per ferie;15;35;1;0;0;0;51;88;0;0
CASA PER FERIE FELICE PRINETTI;Unica;VIA DI BRAVETTA, 556;Mun. XII;Casa per ferie;3;10;0;0;0;0;13;23;0;0
HOSIANUM PALACE;Non Classificata;VIA DEI POLACCHI, 23;Mun. I;Casa per ferie;14;12;2;0;0;0;28;44;0;0
SUORE DELLA SACRA FAMIGLIA DI NAZARETH;Unica;VIA NAZARETH, 400;Mun. XIII;Casa per ferie;0;41;0;0;0;0;41;82;0;0
MARGHERITA TERESA;Unica;VIA ACI CATENA, 4;Mun. VI;Casa per ferie;0;0;0;0;0;0;0;21;0;0
ANCELLE PARROCCHIALI DELLO SPIRITO SANTO;Unica;VIA ANAGNINA, 374;Mun. VII;Casa per ferie;2;13;9;0;0;0;24;55;0;0
CATERINA VOLPICELLI;Unica;VIA VENTI SETTEMBRE, 68;Mun. I;Casa per ferie;2;1;3;3;0;0;9;25;0;0
VILLA AURELIA;Unica;VIA DEL CASALE DI S. PIO V, 20;Mun. XIII;Casa per ferie;0;0;0;0;0;0;0;119;0;0
CASA DI ACCOGLIENZA TABOR;Unica;VIA PAOLO III, 9;Mun. XIII;Casa per ferie;0;0;0;0;0;0;0;37;0;0
CENTRO UNIVERSITARIO REGINA MUNDI;Unica;PIAZZALE ALDO MORO, 9;Mun. II;Casa per ferie;40;17;0;0;0;0;57;74;0;0
CASA FAMIGLIA;Unica;VIA DI TORRE ARGENTINA, 76;Mun. I;Casa per ferie;10;10;3;0;1;0;24;62;0;0
CASA PER FERIE SANTA BRIGIDA;Unica;PIAZZA FARNESE, 96;Mun. I;Casa per ferie;19;3;0;0;0;0;22;25;0;0
CASALE RENZI;Unica;VIA DEL CANNETO, 77;Mun. II;Casa per ferie;5;6;0;0;0;0;11;17;0;0
VILLA SAN ROMANO;Unica;VIA FEDERICO CAPRILLI, 26;Mun. XV;Casa per ferie;6;5;0;0;0;0;11;16;0;0
FRATERNA DOMUS;Unica;VICOLO DEL LEONETTO, 16;Mun. I;Casa per ferie;9;8;0;0;0;0;17;25;0;0
VILLA SANTA CECILIA;Unica;VIA ARGELATO, 54;Mun. IX;Casa per ferie;0;31;9;1;0;0;41;93;0;0
PARVA DOMUS MARIAE;Unica;VIA DI VALLE ALESSANDRA, 35;Mun. VI;Casa per ferie;16;15;0;0;0;0;31;46;0;0
BEATO MICHELE RUA;Unica;VIA DELLA PISANA, 1111;Mun. XII;Casa per ferie;98;67;0;0;0;0;165;232;0;0
MADRE CABRINI;Unica;VIA ANAGNI, 1;Mun. V;Casa per ferie;12;2;0;0;0;0;14;16;0;0
MADRI PIE;Unica;VIA ALCIDE DE GASPERI, 4;Mun. XIII;Casa per ferie;37;5;31;0;0;0;73;140;0;0
ISTITUTO ORSOLINE DI MARIA IMMACOLATA;Non Classificata;VIA DANDOLO, 46;Mun. I;Casa per ferie;10;8;2;0;0;0;20;32;0;0
VILLA SAN GIUSEPPE;Unica;VIA ANTONIO CERASI, 3;Mun. XII;Casa per ferie;4;4;0;0;0;0;8;12;0;0
CONVITTO CAPITANIO;Unica;VIA DELLA CAMILLUCCIA, 740;Mun. I;Casa per ferie;24;3;0;0;0;0;27;30;0;0
MONS. AURELIO BACCIARINI;Unica;VIA BERNARDINO TELESIO, 4;Mun. I;Casa per ferie;0;20;0;4;0;0;24;56;0;0
REGINA ANGELORUM;Non Classificata;VIA S. GIOVANNI DELLA CROCE, 33;Mun. XIII;Casa per ferie;5;12;16;0;0;0;33;77;0;0
VILLA PRIMAVERA;Unica;VIA DELLA STAZIONE DI OTTAVIA, 86;Mun. XIV;Casa per ferie;26;38;8;0;0;0;72;126;0;0
RHODE ISLAND SCHOOL OF DESIGN;Unica;PIAZZA CENCI, 56;Mun. I;Casa per ferie;3;8;1;0;0;0;12;22;0;0
VILLA M. C. BRANDO;Unica;VIA CASSIA, 490;Mun. XV;Casa per ferie;0;0;0;0;0;0;0;31;0;0
SAN PIETRO D'ALCANTARA;Unica;VIA AL QUARTO MIGLIO, 117;Mun. VII;Casa per ferie;16;28;0;0;0;0;44;72;0;0
VILLA DUE LEONI;Unica;VIA SICULIANA, 3;Mun. VI;Casa per ferie;8;28;2;0;0;0;38;70;0;0
VILLA MARIA;Unica;LARGO GIOVANNI BERCHET, 4;Mun. XII;Casa per ferie;6;33;4;0;0;0;43;84;0;0
QUO VADIS;Unica;VIA DELLE SETTE CHIESE, 243;Mun. VIII;Casa per ferie;23;0;0;0;0;0;23;23;0;0
SANTA EMILIA DE VIALAR;Unica;VIA PAOLO III, 16;Mun. XIII;Casa per ferie;8;21;0;0;0;0;29;50;0;0
MATER MUNDI;Unica;VIA LORENZO ROCCI, 64;Mun. XII;Casa per ferie;12;23;10;0;0;0;45;88;0;0
FRANCESCO ANTONIO MARCUCCI;Unica;VIA DEI SABELLI, 177;Mun. II;Casa per ferie;9;4;0;0;0;0;13;17;0;0
RESIDENZA UNIVERSITARIA VILLA XIMENES;Unica;VIA BARTOLOMEO EUSTACHIO, 2;Mun. II;Casa per ferie;6;14;1;0;0;0;21;37;0;0
VILLA ELENA;Unica;VIA SILVESTRO II, 18;Mun. XIII;Casa per ferie;0;0;0;0;0;0;0;10;0;0
VILLA SANTA EMERENZIANA;Unica;VIA SAPPADA, 15;Mun. XIV;Casa per ferie;5;25;3;0;0;0;33;64;0;0
MADRE SPERANZA;Unica;VIA CASILINA, 323;Mun. V;Casa per ferie;15;43;10;2;0;0;70;139;0;0
ANGELA MERICI;Unica;CIRCONVALLAZIONE CLODIA, 159;Mun. I;Casa per ferie;31;5;0;0;0;0;36;41;0;0
CENTRO PELLEGRINI SANTA TERESA COUDERC;Unica;PIAZZA MADONNA DEL CENACOLO, 15;Mun. XIV;Casa per ferie;35;26;3;0;0;0;64;96;0;0
CASA DI SPIRITUALITA';Unica;VIA DI VAL CANNUTA, 200;Mun. XIII;Casa per ferie;16;4;0;0;0;0;20;24;0;0
SUITEDREAMS;Non Classificata;VIA MODENA, 5;Mun. I;Casa per ferie;0;8;0;1;0;0;9;19;0;0
NOSTRA SIGNORA DEL SACRO CUORE;Unica;VIA CASSIA, 1826;Mun. XV;Casa per ferie;16;19;0;0;0;0;35;54;0;0
CASA PER FERIE ANCELLE DEL SANTUARIO;Unica;VIA DAVID SALINIERI, 5;Mun. VIII;Casa per ferie;0;6;4;0;0;0;10;24;0;0
AMORE DI DIO;Unica;VIA DEI CRISTOFORI, 91;Mun. XIV;Casa per ferie;4;2;0;0;0;0;6;8;0;0
ASSOCIAZIONE LUXARDOTEL;Unica;VIA DEI LUXARDO, 25;Mun. IV;Casa per ferie;10;4;3;3;0;0;20;39;0;0
BEATO IVAN MERZ;Unica;VIA DEL GRANO, 35;Mun. V;Casa per ferie;8;17;0;0;0;0;25;42;0;0
CASA PER FERIE CARDINAL G. GUARINO;Unica;VIA DEGLI URALI, 30;Mun. IX;Casa per ferie;5;6;1;0;0;0;12;20;0;0
CASA ACCOGLIENZA PER I PARENTI DI MALATI;Unica;VIA DELLA PINETA SACCHETTI, 227;Mun. XIV;Casa per ferie;36;12;1;0;0;0;49;63;0;0
CASA MATURANA;Unica;VIALE POLA, 10;Mun. II;Casa per ferie;7;4;0;0;0;0;11;15;0;0
CASA SANTO ROSARIO;Unica;VIA TOMMASO SALVINI, 2;Mun. II;Casa per ferie;21;0;0;0;0;0;21;21;0;0
CONVENTO DI SANTA BRIGIDA;Unica;VIA DELLE ISOLE, 34;Mun. II;Casa per ferie;18;3;0;0;0;0;21;24;0;0
FONDAZIONE GIOVANNI PAOLO II;Unica;VIA CASSIA, 1200;Mun. XV;Casa per ferie;44;19;6;0;0;0;69;100;0;0
FORESTERIA S. ANTONIO ABATE;Unica;CLIVO DEI PUBLICII, 2;Mun. I;Casa per ferie;22;0;1;0;0;0;23;25;0;0
